geneId	gene	disease	diseaseName
23706	IBGC1	C0005586	Bipolar disorders and related disorders
773	CACNA1A	C0005586	Bipolar disorders and related disorders
4391	MRX27	C0005586	Bipolar disorders and related disorders
2596	GAP43	C0005586	Bipolar disorders and related disorders
6863	TAC1	C0005586	Bipolar disorders and related disorders
2166	FAAH	C0006870	Cannabis use disorders
2555	GABRA2	C0006870	Cannabis use disorders
5179	PENK	C0006870	Cannabis use disorders
148	ADRA1A	C0006870	Cannabis use disorders
1813	DRD2	C0006870	Cannabis use disorders
255239	ANKK1	C0006870	Cannabis use disorders
3060	HCRT	C0006870	Cannabis use disorders
3084	NRG1	C0006870	Cannabis use disorders
1268	CNR1	C0024809	Cannabis use disorders
1312	COMT	C0024809	Cannabis use disorders
1813	DRD2	C0024809	Cannabis use disorders
2166	FAAH	C0024809	Cannabis use disorders
207	AKT1	C0024809	Cannabis use disorders
255239	ANKK1	C0024809	Cannabis use disorders
3084	NRG1	C0024809	Cannabis use disorders
5243	ABCB1	C0024809	Cannabis use disorders
1815	DRD4	C0024809	Cannabis use disorders
6532	SLC6A4	C0024809	Cannabis use disorders
5179	PENK	C0024809	Cannabis use disorders
1269	CNR2	C0024809	Cannabis use disorders
5743	PTGS2	C0024809	Cannabis use disorders
7157	TP53	C0024809	Cannabis use disorders
1133	CHRM5	C0024809	Cannabis use disorders
801	CALM1	C0024809	Cannabis use disorders
805	CALM2	C0024809	Cannabis use disorders
8601	RGS20	C0024809	Cannabis use disorders
51083	GAL	C0024809	Cannabis use disorders
4684	NCAM1	C0024809	Cannabis use disorders
2099	ESR1	C0024809	Cannabis use disorders
1432	MAPK14	C0024809	Cannabis use disorders
3060	HCRT	C0024809	Cannabis use disorders
26575	RGS17	C0024809	Cannabis use disorders
1548	CYP2A6	C0024809	Cannabis use disorders
1956	EGFR	C0024809	Cannabis use disorders
816	CAMK2B	C0024809	Cannabis use disorders
79571	GCC1	C0024809	Cannabis use disorders
3553	IL1B	C0024809	Cannabis use disorders
2222	FDFT1	C0024809	Cannabis use disorders
23780	APOL2	C0024809	Cannabis use disorders
5173	PDYN	C0024809	Cannabis use disorders
949	SCARB1	C0024809	Cannabis use disorders
6532	SLC6A4	C0011570	Depressive disorders
627	BDNF	C0011570	Depressive disorders
3350	HTR1A	C0011570	Depressive disorders
3356	HTR2A	C0011570	Depressive disorders
1312	COMT	C0011570	Depressive disorders
4128	MAOA	C0011570	Depressive disorders
7166	TPH1	C0011570	Depressive disorders
121278	TPH2	C0011570	Depressive disorders
1394	CRHR1	C0011570	Depressive disorders
6531	SLC6A3	C0011570	Depressive disorders
4524	MTHFR	C0011570	Depressive disorders
2908	NR3C1	C0011570	Depressive disorders
6530	SLC6A2	C0011570	Depressive disorders
2289	FKBP5	C0011570	Depressive disorders
1815	DRD4	C0011570	Depressive disorders
1565	CYP2D6	C0011570	Depressive disorders
1385	CREB1	C0011570	Depressive disorders
4852	NPY	C0011570	Depressive disorders
1557	CYP2C19	C0011570	Depressive disorders
3351	HTR1B	C0011570	Depressive disorders
2784	GNB3	C0011570	Depressive disorders
5243	ABCB1	C0011570	Depressive disorders
1392	CRH	C0011570	Depressive disorders
1813	DRD2	C0011570	Depressive disorders
3358	HTR2C	C0011570	Depressive disorders
3553	IL1B	C0011570	Depressive disorders
7124	TNF	C0011570	Depressive disorders
4915	NTRK2	C0011570	Depressive disorders
5027	P2RX7	C0011570	Depressive disorders
84062	DTNBP1	C0011570	Depressive disorders
27185	DISC1	C0011570	Depressive disorders
2932	GSK3B	C0011570	Depressive disorders
3569	IL6	C0011570	Depressive disorders
1268	CNR1	C0011570	Depressive disorders
775	CACNA1C	C0011570	Depressive disorders
5743	PTGS2	C0011570	Depressive disorders
1129	CHRM2	C0011570	Depressive disorders
3359	HTR3A	C0011570	Depressive disorders
183	AGT	C0011570	Depressive disorders
6095	RORA	C0011570	Depressive disorders
2571	GAD1	C0011570	Depressive disorders
267012	DAOA	C0011570	Depressive disorders
1270	CNTF	C0011570	Depressive disorders
367	AR	C0011570	Depressive disorders
5021	OXTR	C0011570	Depressive disorders
9575	CLOCK	C0011570	Depressive disorders
3776	KCNK2	C0011570	Depressive disorders
8864	PER2	C0011570	Depressive disorders
406	ARNTL	C0011570	Depressive disorders
3952	LEP	C0011570	Depressive disorders
80114	BICC1	C0011570	Depressive disorders
150	ADRA2A	C0011570	Depressive disorders
4287	ATXN3	C0011570	Depressive disorders
4548	MTR	C0011570	Depressive disorders
2917	GRM7	C0011570	Depressive disorders
2944	GSTM1	C0011570	Depressive disorders
5663	PSEN1	C0011570	Depressive disorders
1395	CRHR2	C0011570	Depressive disorders
1814	DRD3	C0011570	Depressive disorders
8863	PER3	C0011570	Depressive disorders
1408	CRY2	C0011570	Depressive disorders
1103	CHAT	C0011570	Depressive disorders
4306	NR3C2	C0011570	Depressive disorders
8914	TIMELESS	C0011570	Depressive disorders
4048	LTA4H	C0011570	Depressive disorders
2892	GRIA3	C0011570	Depressive disorders
438	ASMT	C0011570	Depressive disorders
53919	SLCO1C1	C0011570	Depressive disorders
1407	CRY1	C0011570	Depressive disorders
4862	NPAS2	C0011570	Depressive disorders
2952	GSTT1	C0011570	Depressive disorders
6529	SLC6A1	C0011570	Depressive disorders
15	AANAT	C0011570	Depressive disorders
6648	SOD2	C0011570	Depressive disorders
6281	S100A10	C0011570	Depressive disorders
51083	GAL	C0011570	Depressive disorders
27445	PCLO	C0011570	Depressive disorders
2099	ESR1	C0011570	Depressive disorders
79068	FTO	C0011570	Depressive disorders
7422	VEGFA	C0011570	Depressive disorders
5020	OXT	C0011570	Depressive disorders
6571	SLC18A2	C0011570	Depressive disorders
1269	CNR2	C0011570	Depressive disorders
805	CALM2	C0011570	Depressive disorders
672	BRCA1	C0011570	Depressive disorders
5142	PDE4B	C0011570	Depressive disorders
3458	IFNG	C0011570	Depressive disorders
6863	TAC1	C0011570	Depressive disorders
7200	TRH	C0011570	Depressive disorders
6285	S100B	C0011570	Depressive disorders
3552	IL1A	C0011570	Depressive disorders
5972	REN	C0011570	Depressive disorders
3620	IDO1	C0011570	Depressive disorders
4846	NOS3	C0011570	Depressive disorders
9048	ARTN	C0011570	Depressive disorders
4513	COX2	C0011570	Depressive disorders
3479	IGF1	C0011570	Depressive disorders
4988	OPRM1	C0011570	Depressive disorders
1137	CHRNA4	C0011570	Depressive disorders
9607	CARTPT	C0011570	Depressive disorders
351	APP	C0011570	Depressive disorders
4986	OPRK1	C0011570	Depressive disorders
4843	NOS2	C0011570	Depressive disorders
5173	PDYN	C0011570	Depressive disorders
2562	GABRB3	C0011570	Depressive disorders
1621	DBH	C0011570	Depressive disorders
5443	POMC	C0011570	Depressive disorders
5141	PDE4A	C0011570	Depressive disorders
2890	GRIA1	C0011570	Depressive disorders
2847	MCHR1	C0011570	Depressive disorders
3606	IL18	C0011570	Depressive disorders
3576	CXCL8	C0011570	Depressive disorders
207	AKT1	C0011570	Depressive disorders
2	A2M	C0011570	Depressive disorders
7349	UCN	C0011570	Depressive disorders
4803	NGF	C0011570	Depressive disorders
9456	HOMER1	C0011570	Depressive disorders
353	APRT	C0011570	Depressive disorders
7466	WFS1	C0011570	Depressive disorders
9968	MED12	C0011570	Depressive disorders
1393	CRHBP	C0011570	Depressive disorders
3363	HTR7	C0011570	Depressive disorders
7088	TLE1	C0011570	Depressive disorders
6853	SYN1	C0011570	Depressive disorders
6570	SLC18A1	C0011570	Depressive disorders
9734	HDAC9	C0011570	Depressive disorders
7132	TNFRSF1A	C0011570	Depressive disorders
5367	PMCH	C0011570	Depressive disorders
9378	NRXN1	C0011570	Depressive disorders
9211	LGI1	C0011570	Depressive disorders
8910	SGCE	C0011570	Depressive disorders
63891	RNF123	C0011570	Depressive disorders
7133	TNFRSF1B	C0011570	Depressive disorders
5595	MAPK3	C0011570	Depressive disorders
7425	VGF	C0011570	Depressive disorders
55315	SLC29A3	C0011570	Depressive disorders
54738	FEV	C0011570	Depressive disorders
84152	PPP1R1B	C0011570	Depressive disorders
815	CAMK2A	C0011570	Depressive disorders
54487	DGCR8	C0011570	Depressive disorders
7276	TTR	C0011570	Depressive disorders
9177	HTR3B	C0011570	Depressive disorders
5879	RAC1	C0011570	Depressive disorders
4157	MC1R	C0011570	Depressive disorders
2899	GRIK3	C0011570	Depressive disorders
2876	GPX1	C0011570	Depressive disorders
117	ADCYAP1R1	C0011570	Depressive disorders
116	ADCYAP1	C0011570	Depressive disorders
3240	HP	C0011570	Depressive disorders
3290	HSD11B1	C0011570	Depressive disorders
1843	DUSP1	C0011570	Depressive disorders
3360	HTR4	C0011570	Depressive disorders
2752	GLUL	C0011570	Depressive disorders
153	ADRB1	C0011570	Depressive disorders
156	GRK2	C0011570	Depressive disorders
2903	GRIN2A	C0011570	Depressive disorders
2904	GRIN2B	C0011570	Depressive disorders
2973	GTS	C0011570	Depressive disorders
2996	GYPE	C0011570	Depressive disorders
3060	HCRT	C0011570	Depressive disorders
114	ADCY8	C0011570	Depressive disorders
1803	DPP4	C0011570	Depressive disorders
2559	GABRA6	C0011570	Depressive disorders
23286	WWC1	C0011570	Depressive disorders
2346	FOLH1	C0011570	Depressive disorders
4129	MAOB	C0011570	Depressive disorders
4074	M6PR	C0011570	Depressive disorders
2596	GAP43	C0011570	Depressive disorders
255239	ANKK1	C0011570	Depressive disorders
3925	STMN1	C0011570	Depressive disorders
2911	GRM1	C0011570	Depressive disorders
1029	CDKN2A	C0011570	Depressive disorders
10522	DEAF1	C0011570	Depressive disorders
10814	CPLX2	C0011570	Depressive disorders
3763	KCNJ6	C0011570	Depressive disorders
111	ADCY5	C0011570	Depressive disorders
113	ADCY7	C0011570	Depressive disorders
26523	AGO1	C0011570	Depressive disorders
1848	DUSP6	C0011570	Depressive disorders
6715	SRD5A1	C0011570	Depressive disorders
2260	FGFR1	C0011570	Depressive disorders
1960	EGR3	C0011570	Depressive disorders
2263	FGFR2	C0011570	Depressive disorders
2353	FOS	C0011570	Depressive disorders
2065	ERBB3	C0011570	Depressive disorders
6647	SOD1	C0011570	Depressive disorders
238	ALK	C0011570	Depressive disorders
7054	TH	C0011570	Depressive disorders
6616	SNAP25	C0011570	Depressive disorders
6869	TACR1	C0011570	Depressive disorders
10013	HDAC6	C0011570	Depressive disorders
1808	DPYSL2	C0011570	Depressive disorders
1135	CHRNA2	C0011570	Depressive disorders
8973	CHRNA6	C0011570	Depressive disorders
9095	TBX19	C0011570	Depressive disorders
10815	CPLX1	C0011570	Depressive disorders
9639	ARHGEF10	C0011570	Depressive disorders
10014	HDAC5	C0011570	Depressive disorders
9759	HDAC4	C0011570	Depressive disorders
1142	CHRNB3	C0011570	Depressive disorders
114784	CSMD2	C0011570	Depressive disorders
8822	FGF17	C0011570	Depressive disorders
1846	DUSP4	C0011570	Depressive disorders
1742	DLG4	C0011570	Depressive disorders
1812	DRD1	C0011570	Depressive disorders
1012	CDH13	C0011570	Depressive disorders
1607	DGKB	C0011570	Depressive disorders
125958	OR7D4	C0011570	Depressive disorders
1240	CMKLR1	C0011570	Depressive disorders
866	SERPINA6	C0011570	Depressive disorders
573	BAG1	C0011570	Depressive disorders
2556	GABRA3	C0011570	Depressive disorders
409	ARRB2	C0011570	Depressive disorders
3570	IL6R	C0011570	Depressive disorders
488	ATP2A2	C0011570	Depressive disorders
348980	HCN1	C0011570	Depressive disorders
4922	NTS	C0011570	Depressive disorders
4939	OAS2	C0011570	Depressive disorders
3297	HSF1	C0011570	Depressive disorders
3091	HIF1A	C0011570	Depressive disorders
3084	NRG1	C0011570	Depressive disorders
3066	HDAC2	C0011570	Depressive disorders
3064	HTT	C0011570	Depressive disorders
361	AQP4	C0011570	Depressive disorders
3613	IMPA2	C0011570	Depressive disorders
3976	LIF	C0011570	Depressive disorders
3939	LDHA	C0011570	Depressive disorders
467	ATF3	C0011570	Depressive disorders
468	ATF4	C0011570	Depressive disorders
4684	NCAM1	C0011570	Depressive disorders
4741	NEFM	C0011570	Depressive disorders
478	ATP1A3	C0011570	Depressive disorders
387129	NPSR1	C0011570	Depressive disorders
4804	NGFR	C0011570	Depressive disorders
4160	MC4R	C0011570	Depressive disorders
5144	PDE4D	C0011570	Depressive disorders
5153	PDE1B	C0011570	Depressive disorders
2894	GRID1	C0011570	Depressive disorders
282706	DAOA-AS1	C0011570	Depressive disorders
594857	NPS	C0011570	Depressive disorders
2739	GLO1	C0011570	Depressive disorders
27121	DKK4	C0011570	Depressive disorders
2688	GH1	C0011570	Depressive disorders
2670	GFAP	C0011570	Depressive disorders
6422	SFRP1	C0011570	Depressive disorders
6505	SLC1A1	C0011570	Depressive disorders
6506	SLC1A2	C0011570	Depressive disorders
5697	PYY	C0011570	Depressive disorders
2896	GRN	C0011570	Depressive disorders
51555	PEX5L	C0011570	Depressive disorders
3061	HCRTR1	C0011570	Depressive disorders
5179	PENK	C0011570	Depressive disorders
5209	PFKFB3	C0011570	Depressive disorders
5368	PNOC	C0011570	Depressive disorders
2925	GRPR	C0011570	Depressive disorders
5533	PPP3CC	C0011570	Depressive disorders
5584	PRKCI	C0011570	Depressive disorders
5599	MAPK8	C0011570	Depressive disorders
5649	RELN	C0011570	Depressive disorders
26281	FGF20	C0011570	Depressive disorders
2260	FGFR1	C0011581	Depressive disorders
6647	SOD1	C0011581	Depressive disorders
627	BDNF	C0011581	Depressive disorders
6532	SLC6A4	C0011581	Depressive disorders
3569	IL6	C0011581	Depressive disorders
4852	NPY	C0011581	Depressive disorders
1813	DRD2	C0011581	Depressive disorders
6281	S100A10	C0011581	Depressive disorders
2932	GSK3B	C0011581	Depressive disorders
2908	NR3C1	C0011581	Depressive disorders
1392	CRH	C0011581	Depressive disorders
4524	MTHFR	C0011581	Depressive disorders
121278	TPH2	C0011581	Depressive disorders
5743	PTGS2	C0011581	Depressive disorders
3776	KCNK2	C0011581	Depressive disorders
8864	PER2	C0011581	Depressive disorders
5444	PON1	C0011581	Depressive disorders
4513	COX2	C0011581	Depressive disorders
1269	CNR2	C0011581	Depressive disorders
5443	POMC	C0011581	Depressive disorders
5663	PSEN1	C0011581	Depressive disorders
7466	WFS1	C0011581	Depressive disorders
3363	HTR7	C0011581	Depressive disorders
8910	SGCE	C0011581	Depressive disorders
3064	HTT	C0011581	Depressive disorders
8822	FGF17	C0011581	Depressive disorders
5649	RELN	C0011581	Depressive disorders
2739	GLO1	C0011581	Depressive disorders
1848	DUSP6	C0011581	Depressive disorders
5621	PRNP	C0011581	Depressive disorders
478	ATP1A3	C0011581	Depressive disorders
6616	SNAP25	C0011581	Depressive disorders
2896	GRN	C0011581	Depressive disorders
1394	CRHR1	C0011581	Depressive disorders
6530	SLC6A2	C0011581	Depressive disorders
7166	TPH1	C0011581	Depressive disorders
4915	NTRK2	C0011581	Depressive disorders
1129	CHRM2	C0011581	Depressive disorders
6622	SNCA	C0011581	Depressive disorders
1395	CRHR2	C0011581	Depressive disorders
7054	TH	C0011581	Depressive disorders
1812	DRD1	C0011581	Depressive disorders
5144	PDE4D	C0011581	Depressive disorders
4886	NPY1R	C0011581	Depressive disorders
3570	IL6R	C0011581	Depressive disorders
10014	HDAC5	C0011581	Depressive disorders
3350	HTR1A	C0011581	Depressive disorders
1312	COMT	C0011581	Depressive disorders
4128	MAOA	C0011581	Depressive disorders
2289	FKBP5	C0011581	Depressive disorders
3356	HTR2A	C0011581	Depressive disorders
1636	ACE	C0011581	Depressive disorders
7124	TNF	C0011581	Depressive disorders
2784	GNB3	C0011581	Depressive disorders
1565	CYP2D6	C0011581	Depressive disorders
1385	CREB1	C0011581	Depressive disorders
5243	ABCB1	C0011581	Depressive disorders
3358	HTR2C	C0011581	Depressive disorders
27185	DISC1	C0011581	Depressive disorders
3553	IL1B	C0011581	Depressive disorders
4306	NR3C2	C0011581	Depressive disorders
1815	DRD4	C0011581	Depressive disorders
367	AR	C0011581	Depressive disorders
6531	SLC6A3	C0011581	Depressive disorders
51083	GAL	C0011581	Depressive disorders
5021	OXTR	C0011581	Depressive disorders
7422	VEGFA	C0011581	Depressive disorders
27445	PCLO	C0011581	Depressive disorders
1268	CNR1	C0011581	Depressive disorders
9575	CLOCK	C0011581	Depressive disorders
775	CACNA1C	C0011581	Depressive disorders
2099	ESR1	C0011581	Depressive disorders
79068	FTO	C0011581	Depressive disorders
5020	OXT	C0011581	Depressive disorders
4842	NOS1	C0011581	Depressive disorders
406	ARNTL	C0011581	Depressive disorders
5972	REN	C0011581	Depressive disorders
5142	PDE4B	C0011581	Depressive disorders
5027	P2RX7	C0011581	Depressive disorders
6285	S100B	C0011581	Depressive disorders
3952	LEP	C0011581	Depressive disorders
1557	CYP2C19	C0011581	Depressive disorders
1621	DBH	C0011581	Depressive disorders
80114	BICC1	C0011581	Depressive disorders
3552	IL1A	C0011581	Depressive disorders
6863	TAC1	C0011581	Depressive disorders
3351	HTR1B	C0011581	Depressive disorders
672	BRCA1	C0011581	Depressive disorders
6571	SLC18A2	C0011581	Depressive disorders
805	CALM2	C0011581	Depressive disorders
4846	NOS3	C0011581	Depressive disorders
150	ADRA2A	C0011581	Depressive disorders
5173	PDYN	C0011581	Depressive disorders
9607	CARTPT	C0011581	Depressive disorders
3479	IGF1	C0011581	Depressive disorders
5141	PDE4A	C0011581	Depressive disorders
84062	DTNBP1	C0011581	Depressive disorders
3620	IDO1	C0011581	Depressive disorders
4988	OPRM1	C0011581	Depressive disorders
9048	ARTN	C0011581	Depressive disorders
4986	OPRK1	C0011581	Depressive disorders
1137	CHRNA4	C0011581	Depressive disorders
4843	NOS2	C0011581	Depressive disorders
351	APP	C0011581	Depressive disorders
2562	GABRB3	C0011581	Depressive disorders
6303	SAT1	C0011581	Depressive disorders
183	AGT	C0011581	Depressive disorders
7200	TRH	C0011581	Depressive disorders
3359	HTR3A	C0011581	Depressive disorders
207	AKT1	C0011581	Depressive disorders
1103	CHAT	C0011581	Depressive disorders
113	ADCY7	C0011581	Depressive disorders
2892	GRIA3	C0011581	Depressive disorders
2890	GRIA1	C0011581	Depressive disorders
8811	GALR2	C0011581	Depressive disorders
2332	FMR1	C0011581	Depressive disorders
3576	CXCL8	C0011581	Depressive disorders
5320	PLA2G2A	C0011581	Depressive disorders
438	ASMT	C0011581	Depressive disorders
4548	MTR	C0011581	Depressive disorders
2944	GSTM1	C0011581	Depressive disorders
3606	IL18	C0011581	Depressive disorders
9456	HOMER1	C0011581	Depressive disorders
4803	NGF	C0011581	Depressive disorders
2917	GRM7	C0011581	Depressive disorders
23286	WWC1	C0011581	Depressive disorders
2847	MCHR1	C0011581	Depressive disorders
6095	RORA	C0011581	Depressive disorders
3060	HCRT	C0011581	Depressive disorders
4204	MECP2	C0011581	Depressive disorders
267012	DAOA	C0011581	Depressive disorders
2571	GAD1	C0011581	Depressive disorders
4287	ATXN3	C0011581	Depressive disorders
7349	UCN	C0011581	Depressive disorders
1408	CRY2	C0011581	Depressive disorders
8863	PER3	C0011581	Depressive disorders
1393	CRHBP	C0011581	Depressive disorders
353	APRT	C0011581	Depressive disorders
9968	MED12	C0011581	Depressive disorders
1814	DRD3	C0011581	Depressive disorders
4129	MAOB	C0011581	Depressive disorders
4804	NGFR	C0011581	Depressive disorders
4048	LTA4H	C0011581	Depressive disorders
3763	KCNJ6	C0011581	Depressive disorders
4074	M6PR	C0011581	Depressive disorders
389036	ACT	C0011581	Depressive disorders
4157	MC1R	C0011581	Depressive disorders
3925	STMN1	C0011581	Depressive disorders
4137	MAPT	C0011581	Depressive disorders
6683	SPAST	C0011581	Depressive disorders
7088	TLE1	C0011581	Depressive disorders
7132	TNFRSF1A	C0011581	Depressive disorders
7133	TNFRSF1B	C0011581	Depressive disorders
7276	TTR	C0011581	Depressive disorders
7425	VGF	C0011581	Depressive disorders
815	CAMK2A	C0011581	Depressive disorders
8398	PLA2G6	C0011581	Depressive disorders
84152	PPP1R1B	C0011581	Depressive disorders
85458	DIXDC1	C0011581	Depressive disorders
875	CBS	C0011581	Depressive disorders
8914	TIMELESS	C0011581	Depressive disorders
9177	HTR3B	C0011581	Depressive disorders
9211	LGI1	C0011581	Depressive disorders
9378	NRXN1	C0011581	Depressive disorders
9572	NR1D1	C0011581	Depressive disorders
7040	TGFB1	C0011581	Depressive disorders
6870	TACR3	C0011581	Depressive disorders
5367	PMCH	C0011581	Depressive disorders
53919	SLCO1C1	C0011581	Depressive disorders
54487	DGCR8	C0011581	Depressive disorders
54738	FEV	C0011581	Depressive disorders
5521	PPP2R2B	C0011581	Depressive disorders
55315	SLC29A3	C0011581	Depressive disorders
5595	MAPK3	C0011581	Depressive disorders
5607	MAP2K5	C0011581	Depressive disorders
5879	RAC1	C0011581	Depressive disorders
5996	RGS1	C0011581	Depressive disorders
63891	RNF123	C0011581	Depressive disorders
6570	SLC18A1	C0011581	Depressive disorders
6648	SOD2	C0011581	Depressive disorders
6774	STAT3	C0011581	Depressive disorders
6853	SYN1	C0011581	Depressive disorders
9734	HDAC9	C0011581	Depressive disorders
255239	ANKK1	C0011581	Depressive disorders
2903	GRIN2A	C0011581	Depressive disorders
2904	GRIN2B	C0011581	Depressive disorders
2911	GRM1	C0011581	Depressive disorders
153	ADRB1	C0011581	Depressive disorders
140947	DCANP1	C0011581	Depressive disorders
1407	CRY1	C0011581	Depressive disorders
1270	CNTF	C0011581	Depressive disorders
117	ADCYAP1R1	C0011581	Depressive disorders
116	ADCYAP1	C0011581	Depressive disorders
114	ADCY8	C0011581	Depressive disorders
111	ADCY5	C0011581	Depressive disorders
2899	GRIK3	C0011581	Depressive disorders
156	GRK2	C0011581	Depressive disorders
2346	FOLH1	C0011581	Depressive disorders
26523	AGO1	C0011581	Depressive disorders
2247	FGF2	C0011581	Depressive disorders
2182	ACSL4	C0011581	Depressive disorders
2	A2M	C0011581	Depressive disorders
2752	GLUL	C0011581	Depressive disorders
1843	DUSP1	C0011581	Depressive disorders
1803	DPP4	C0011581	Depressive disorders
2596	GAP43	C0011581	Depressive disorders
1610	DAO	C0011581	Depressive disorders
2876	GPX1	C0011581	Depressive disorders
2973	GTS	C0011581	Depressive disorders
3240	HP	C0011581	Depressive disorders
319100	TAAR6	C0011581	Depressive disorders
3360	HTR4	C0011581	Depressive disorders
3352	HTR1D	C0011581	Depressive disorders
2559	GABRA6	C0011581	Depressive disorders
10522	DEAF1	C0011581	Depressive disorders
348980	HCN1	C0011581	Depressive disorders
10814	CPLX2	C0011581	Depressive disorders
3290	HSD11B1	C0011581	Depressive disorders
326625	MMAB	C0011581	Depressive disorders
1029	CDKN2A	C0011581	Depressive disorders
3440	IFNA2	C0011581	Depressive disorders
10891	PPARGC1A	C0011581	Depressive disorders
2996	GYPE	C0011581	Depressive disorders
6311	ATXN2	C0011581	Depressive disorders
9639	ARHGEF10	C0011581	Depressive disorders
1846	DUSP4	C0011581	Depressive disorders
2263	FGFR2	C0011581	Depressive disorders
1861	TOR1A	C0011581	Depressive disorders
1960	EGR3	C0011581	Depressive disorders
2066	ERBB4	C0011581	Depressive disorders
2253	FGF8	C0011581	Depressive disorders
9782	MATR3	C0011581	Depressive disorders
6575	SLC20A2	C0011581	Depressive disorders
6715	SRD5A1	C0011581	Depressive disorders
2006	ELN	C0011581	Depressive disorders
2043	EPHA4	C0011581	Depressive disorders
1012	CDH13	C0011581	Depressive disorders
213	ALB	C0011581	Depressive disorders
22909	FAN1	C0011581	Depressive disorders
23025	UNC13A	C0011581	Depressive disorders
238	ALK	C0011581	Depressive disorders
5982	RFC2	C0011581	Depressive disorders
2495	FTH1	C0011581	Depressive disorders
596	BCL2	C0011581	Depressive disorders
594857	NPS	C0011581	Depressive disorders
2512	FTL	C0011581	Depressive disorders
2521	FUS	C0011581	Depressive disorders
2551	GABPA	C0011581	Depressive disorders
5697	PYY	C0011581	Depressive disorders
2556	GABRA3	C0011581	Depressive disorders
23705	CADM1	C0011581	Depressive disorders
617	BCS1L	C0011581	Depressive disorders
6529	SLC6A1	C0011581	Depressive disorders
6506	SLC1A2	C0011581	Depressive disorders
6505	SLC1A1	C0011581	Depressive disorders
6422	SFRP1	C0011581	Depressive disorders
6403	SELP	C0011581	Depressive disorders
2328	FMO3	C0011581	Depressive disorders
23435	TARDBP	C0011581	Depressive disorders
9896	FIG4	C0011581	Depressive disorders
9394	HS6ST1	C0011581	Depressive disorders
23600	AMACR	C0011581	Depressive disorders
2353	FOS	C0011581	Depressive disorders
6866	TAC3	C0011581	Depressive disorders
9049	AIP	C0011581	Depressive disorders
9213	XPR1	C0011581	Depressive disorders
8722	CTSF	C0011581	Depressive disorders
866	SERPINA6	C0011581	Depressive disorders
1240	CMKLR1	C0011581	Depressive disorders
846	CASR	C0011581	Depressive disorders
125958	OR7D4	C0011581	Depressive disorders
9217	VAPB	C0011581	Depressive disorders
1356	CP	C0011581	Depressive disorders
114784	CSMD2	C0011581	Depressive disorders
1142	CHRNB3	C0011581	Depressive disorders
10855	HPSE	C0011581	Depressive disorders
10963	STIP1	C0011581	Depressive disorders
9031	BAZ1B	C0011581	Depressive disorders
573	BAG1	C0011581	Depressive disorders
9096	TBX18	C0011581	Depressive disorders
8988	HSPB3	C0011581	Depressive disorders
8973	CHRNA6	C0011581	Depressive disorders
1135	CHRNA2	C0011581	Depressive disorders
8878	SQSTM1	C0011581	Depressive disorders
1371	CPOX	C0011581	Depressive disorders
9095	TBX19	C0011581	Depressive disorders
10815	CPLX1	C0011581	Depressive disorders
1742	DLG4	C0011581	Depressive disorders
1786	DNMT1	C0011581	Depressive disorders
10133	OPTN	C0011581	Depressive disorders
1808	DPYSL2	C0011581	Depressive disorders
7048	TGFBR2	C0011581	Depressive disorders
1816	DRD5	C0011581	Depressive disorders
6908	TBP	C0011581	Depressive disorders
9627	SNCAIP	C0011581	Depressive disorders
1639	DCTN1	C0011581	Depressive disorders
7148	TNXB	C0011581	Depressive disorders
1607	DGKB	C0011581	Depressive disorders
1436	CSF1R	C0011581	Depressive disorders
79053	ALG8	C0011581	Depressive disorders
1440	CSF3	C0011581	Depressive disorders
15	AANAT	C0011581	Depressive disorders
7461	CLIP2	C0011581	Depressive disorders
9569	GTF2IRD1	C0011581	Depressive disorders
7415	VCP	C0011581	Depressive disorders
1593	CYP27A1	C0011581	Depressive disorders
6869	TACR1	C0011581	Depressive disorders
5630	PRPH	C0011581	Depressive disorders
4922	NTS	C0011581	Depressive disorders
4575	TRNS2	C0011581	Depressive disorders
4574	TRNS1	C0011581	Depressive disorders
4572	TRNQ	C0011581	Depressive disorders
4567	TRNL1	C0011581	Depressive disorders
4564	TRNH	C0011581	Depressive disorders
4558	TRNF	C0011581	Depressive disorders
2952	GSTT1	C0011581	Depressive disorders
4541	ND6	C0011581	Depressive disorders
4540	ND5	C0011581	Depressive disorders
4538	ND4	C0011581	Depressive disorders
4535	ND1	C0011581	Depressive disorders
4578	TRNW	C0011581	Depressive disorders
467	ATF3	C0011581	Depressive disorders
2894	GRID1	C0011581	Depressive disorders
488	ATP2A2	C0011581	Depressive disorders
4862	NPAS2	C0011581	Depressive disorders
4854	NOTCH3	C0011581	Depressive disorders
29110	TBK1	C0011581	Depressive disorders
2925	GRPR	C0011581	Depressive disorders
2931	GSK3A	C0011581	Depressive disorders
4744	NEFH	C0011581	Depressive disorders
4741	NEFM	C0011581	Depressive disorders
4684	NCAM1	C0011581	Depressive disorders
468	ATF4	C0011581	Depressive disorders
2956	MSH6	C0011581	Depressive disorders
4514	COX3	C0011581	Depressive disorders
2969	GTF2I	C0011581	Depressive disorders
4001	LMNB1	C0011581	Depressive disorders
3984	LIMK1	C0011581	Depressive disorders
3976	LIF	C0011581	Depressive disorders
3297	HSF1	C0011581	Depressive disorders
387129	NPSR1	C0011581	Depressive disorders
3845	KRAS	C0011581	Depressive disorders
3814	KISS1	C0011581	Depressive disorders
