geneId	gene	disease	diseaseName
1499	CTNNB1	C0036341	Schizophrenia spectrum and other psychotic disorders
1993	ELAVL2	C0036341	Schizophrenia spectrum and other psychotic disorders
202333	CMYA5	C0036341	Schizophrenia spectrum and other psychotic disorders
222698	NKAPL	C0036341	Schizophrenia spectrum and other psychotic disorders
23413	NCS1	C0036341	Schizophrenia spectrum and other psychotic disorders
26468	LHX6	C0036341	Schizophrenia spectrum and other psychotic disorders
3066	HDAC2	C0036341	Schizophrenia spectrum and other psychotic disorders
3725	JUN	C0036341	Schizophrenia spectrum and other psychotic disorders
387129	NPSR1	C0036341	Schizophrenia spectrum and other psychotic disorders
4544	MTNR1B	C0036341	Schizophrenia spectrum and other psychotic disorders
5021	OXTR	C0036341	Schizophrenia spectrum and other psychotic disorders
5465	PPARA	C0036341	Schizophrenia spectrum and other psychotic disorders
54805	CNNM2	C0036341	Schizophrenia spectrum and other psychotic disorders
551	AVP	C0036341	Schizophrenia spectrum and other psychotic disorders
57468	SLC12A5	C0036341	Schizophrenia spectrum and other psychotic disorders
57532	NUFIP2	C0036341	Schizophrenia spectrum and other psychotic disorders
57576	KIF17	C0036341	Schizophrenia spectrum and other psychotic disorders
607	BCL9	C0036341	Schizophrenia spectrum and other psychotic disorders
6539	SLC6A12	C0036341	Schizophrenia spectrum and other psychotic disorders
7305	TYROBP	C0036341	Schizophrenia spectrum and other psychotic disorders
7421	VDR	C0036341	Schizophrenia spectrum and other psychotic disorders
7444	VRK2	C0036341	Schizophrenia spectrum and other psychotic disorders
84867	PTPN5	C0036341	Schizophrenia spectrum and other psychotic disorders
8929	PHOX2B	C0036341	Schizophrenia spectrum and other psychotic disorders
90139	TSPAN18	C0036341	Schizophrenia spectrum and other psychotic disorders
9030	ERDA1	C0036341	Schizophrenia spectrum and other psychotic disorders
9229	DLGAP1	C0036341	Schizophrenia spectrum and other psychotic disorders
9348	NDST3	C0036341	Schizophrenia spectrum and other psychotic disorders
9739	SETD1A	C0036341	Schizophrenia spectrum and other psychotic disorders
100616496	ERVW-4	C0036341	Schizophrenia spectrum and other psychotic disorders
10279	PRSS16	C0036341	Schizophrenia spectrum and other psychotic disorders
104	ADARB1	C0036341	Schizophrenia spectrum and other psychotic disorders
1068	CETN1	C0036341	Schizophrenia spectrum and other psychotic disorders
10743	RAI1	C0036341	Schizophrenia spectrum and other psychotic disorders
10859	LILRB1	C0036341	Schizophrenia spectrum and other psychotic disorders
10891	PPARGC1A	C0036341	Schizophrenia spectrum and other psychotic disorders
116285	ACSM1	C0036341	Schizophrenia spectrum and other psychotic disorders
1191	CLU	C0036341	Schizophrenia spectrum and other psychotic disorders
1622	DBI	C0036341	Schizophrenia spectrum and other psychotic disorders
1627	DBN1	C0036341	Schizophrenia spectrum and other psychotic disorders
203062	TSNARE1	C0036341	Schizophrenia spectrum and other psychotic disorders
22850	ADNP2	C0036341	Schizophrenia spectrum and other psychotic disorders
23237	ARC	C0036341	Schizophrenia spectrum and other psychotic disorders
23394	ADNP	C0036341	Schizophrenia spectrum and other psychotic disorders
23405	DICER1	C0036341	Schizophrenia spectrum and other psychotic disorders
23411	SIRT1	C0036341	Schizophrenia spectrum and other psychotic disorders
2346	FOLH1	C0036341	Schizophrenia spectrum and other psychotic disorders
239	ALOX12	C0036341	Schizophrenia spectrum and other psychotic disorders
246744	STH	C0036341	Schizophrenia spectrum and other psychotic disorders
2560	GABRB1	C0036341	Schizophrenia spectrum and other psychotic disorders
25874	MPC2	C0036341	Schizophrenia spectrum and other psychotic disorders
27189	IL17C	C0036341	Schizophrenia spectrum and other psychotic disorders
2739	GLO1	C0036341	Schizophrenia spectrum and other psychotic disorders
2896	GRN	C0036341	Schizophrenia spectrum and other psychotic disorders
2934	GSN	C0036341	Schizophrenia spectrum and other psychotic disorders
2938	GSTA1	C0036341	Schizophrenia spectrum and other psychotic disorders
3115	HLA-DPB1	C0036341	Schizophrenia spectrum and other psychotic disorders
3313	HSPA9	C0036341	Schizophrenia spectrum and other psychotic disorders
3342	HTC2	C0036341	Schizophrenia spectrum and other psychotic disorders
3481	IGF2	C0036341	Schizophrenia spectrum and other psychotic disorders
3785	KCNQ2	C0036341	Schizophrenia spectrum and other psychotic disorders
3790	KCNS3	C0036341	Schizophrenia spectrum and other psychotic disorders
387032	ZKSCAN4	C0036341	Schizophrenia spectrum and other psychotic disorders
388552	BLOC1S3	C0036341	Schizophrenia spectrum and other psychotic disorders
406901	MIR107	C0036341	Schizophrenia spectrum and other psychotic disorders
406920	MIR130B	C0036341	Schizophrenia spectrum and other psychotic disorders
406952	MIR17	C0036341	Schizophrenia spectrum and other psychotic disorders
409	ARRB2	C0036341	Schizophrenia spectrum and other psychotic disorders
4543	MTNR1A	C0036341	Schizophrenia spectrum and other psychotic disorders
4719	NDUFS1	C0036341	Schizophrenia spectrum and other psychotic disorders
4837	NNMT	C0036341	Schizophrenia spectrum and other psychotic disorders
4886	NPY1R	C0036341	Schizophrenia spectrum and other psychotic disorders
50632	CALY	C0036341	Schizophrenia spectrum and other psychotic disorders
51150	SDF4	C0036341	Schizophrenia spectrum and other psychotic disorders
5159	PDGFRB	C0036341	Schizophrenia spectrum and other psychotic disorders
52	ACP1	C0036341	Schizophrenia spectrum and other psychotic disorders
5368	PNOC	C0036341	Schizophrenia spectrum and other psychotic disorders
54210	TREM1	C0036341	Schizophrenia spectrum and other psychotic disorders
55193	PBRM1	C0036341	Schizophrenia spectrum and other psychotic disorders
5521	PPP2R2B	C0036341	Schizophrenia spectrum and other psychotic disorders
5595	MAPK3	C0036341	Schizophrenia spectrum and other psychotic disorders
56301	SLC7A10	C0036341	Schizophrenia spectrum and other psychotic disorders
56666	PANX2	C0036341	Schizophrenia spectrum and other psychotic disorders
57128	LYRM4	C0036341	Schizophrenia spectrum and other psychotic disorders
574451	MIR432	C0036341	Schizophrenia spectrum and other psychotic disorders
5914	RARA	C0036341	Schizophrenia spectrum and other psychotic disorders
594857	NPS	C0036341	Schizophrenia spectrum and other psychotic disorders
595	CCND1	C0036341	Schizophrenia spectrum and other psychotic disorders
596	BCL2	C0036341	Schizophrenia spectrum and other psychotic disorders
613212	CTXN3	C0036341	Schizophrenia spectrum and other psychotic disorders
6426	SRSF1	C0036341	Schizophrenia spectrum and other psychotic disorders
64850	ETNPPL	C0036341	Schizophrenia spectrum and other psychotic disorders
6540	SLC6A13	C0036341	Schizophrenia spectrum and other psychotic disorders
6576	SLC25A1	C0036341	Schizophrenia spectrum and other psychotic disorders
6853	SYN1	C0036341	Schizophrenia spectrum and other psychotic disorders
6999	TDO2	C0036341	Schizophrenia spectrum and other psychotic disorders
7040	TGFB1	C0036341	Schizophrenia spectrum and other psychotic disorders
7356	SCGB1A1	C0036341	Schizophrenia spectrum and other psychotic disorders
7422	VEGFA	C0036341	Schizophrenia spectrum and other psychotic disorders
7432	VIP	C0036341	Schizophrenia spectrum and other psychotic disorders
7804	LRP8	C0036341	Schizophrenia spectrum and other psychotic disorders
7903	ST8SIA4	C0036341	Schizophrenia spectrum and other psychotic disorders
793	CALB1	C0036341	Schizophrenia spectrum and other psychotic disorders
80312	TET1	C0036341	Schizophrenia spectrum and other psychotic disorders
8379	MAD1L1	C0036341	Schizophrenia spectrum and other psychotic disorders
85439	STON2	C0036341	Schizophrenia spectrum and other psychotic disorders
8809	IL18R1	C0036341	Schizophrenia spectrum and other psychotic disorders
8932	MBD2	C0036341	Schizophrenia spectrum and other psychotic disorders
89781	HPS4	C0036341	Schizophrenia spectrum and other psychotic disorders
9732	DOCK4	C0036341	Schizophrenia spectrum and other psychotic disorders
9734	HDAC9	C0036341	Schizophrenia spectrum and other psychotic disorders
989	SEPT7	C0036341	Schizophrenia spectrum and other psychotic disorders
100137049	PLA2G4B	C0036341	Schizophrenia spectrum and other psychotic disorders
100302690	DLG2-AS1	C0036341	Schizophrenia spectrum and other psychotic disorders
100303453	TSNAX-DISC1	C0036341	Schizophrenia spectrum and other psychotic disorders
10048	RANBP9	C0036341	Schizophrenia spectrum and other psychotic disorders
100616452	MIR2682	C0036341	Schizophrenia spectrum and other psychotic disorders
10097	ACTR2	C0036341	Schizophrenia spectrum and other psychotic disorders
10151	HNRNPA3P1	C0036341	Schizophrenia spectrum and other psychotic disorders
1020	CDK5	C0036341	Schizophrenia spectrum and other psychotic disorders
1028	CDKN1C	C0036341	Schizophrenia spectrum and other psychotic disorders
10327	AKR1A1	C0036341	Schizophrenia spectrum and other psychotic disorders
10518	CIB2	C0036341	Schizophrenia spectrum and other psychotic disorders
10602	CDC42EP3	C0036341	Schizophrenia spectrum and other psychotic disorders
10644	IGF2BP2	C0036341	Schizophrenia spectrum and other psychotic disorders
10664	CTCF	C0036341	Schizophrenia spectrum and other psychotic disorders
10678	B3GNT2	C0036341	Schizophrenia spectrum and other psychotic disorders
10772	SRSF10	C0036341	Schizophrenia spectrum and other psychotic disorders
10806	SDCCAG8	C0036341	Schizophrenia spectrum and other psychotic disorders
11099	PTPN21	C0036341	Schizophrenia spectrum and other psychotic disorders
11202	KLK8	C0036341	Schizophrenia spectrum and other psychotic disorders
11337	GABARAP	C0036341	Schizophrenia spectrum and other psychotic disorders
114781	BTBD9	C0036341	Schizophrenia spectrum and other psychotic disorders
114784	CSMD2	C0036341	Schizophrenia spectrum and other psychotic disorders
114899	C1QTNF3	C0036341	Schizophrenia spectrum and other psychotic disorders
118490	MSS51	C0036341	Schizophrenia spectrum and other psychotic disorders
120892	LRRK2	C0036341	Schizophrenia spectrum and other psychotic disorders
134829	CLVS2	C0036341	Schizophrenia spectrum and other psychotic disorders
135152	B3GAT2	C0036341	Schizophrenia spectrum and other psychotic disorders
1387	CREBBP	C0036341	Schizophrenia spectrum and other psychotic disorders
1390	CREM	C0036341	Schizophrenia spectrum and other psychotic disorders
1400	CRMP1	C0036341	Schizophrenia spectrum and other psychotic disorders
140902	R3HDML	C0036341	Schizophrenia spectrum and other psychotic disorders
145864	HAPLN3	C0036341	Schizophrenia spectrum and other psychotic disorders
149111	CNIH3	C0036341	Schizophrenia spectrum and other psychotic disorders
149420	PDIK1L	C0036341	Schizophrenia spectrum and other psychotic disorders
1496	CTNNA2	C0036341	Schizophrenia spectrum and other psychotic disorders
1513	CTSK	C0036341	Schizophrenia spectrum and other psychotic disorders
157	GRK3	C0036341	Schizophrenia spectrum and other psychotic disorders
160851	DGKH	C0036341	Schizophrenia spectrum and other psychotic disorders
161436	EML5	C0036341	Schizophrenia spectrum and other psychotic disorders
169026	SLC30A8	C0036341	Schizophrenia spectrum and other psychotic disorders
169166	SNX31	C0036341	Schizophrenia spectrum and other psychotic disorders
1735	DIO3	C0036341	Schizophrenia spectrum and other psychotic disorders
175	AGA	C0036341	Schizophrenia spectrum and other psychotic disorders
177	AGER	C0036341	Schizophrenia spectrum and other psychotic disorders
1806	DPYD	C0036341	Schizophrenia spectrum and other psychotic disorders
182	JAG1	C0036341	Schizophrenia spectrum and other psychotic disorders
1848	DUSP6	C0036341	Schizophrenia spectrum and other psychotic disorders
1965	EIF2S1	C0036341	Schizophrenia spectrum and other psychotic disorders
200933	FBXO45	C0036341	Schizophrenia spectrum and other psychotic disorders
2018	EMX2	C0036341	Schizophrenia spectrum and other psychotic disorders
2020	EN2	C0036341	Schizophrenia spectrum and other psychotic disorders
219790	RTKN2	C0036341	Schizophrenia spectrum and other psychotic disorders
220988	HNRNPA3	C0036341	Schizophrenia spectrum and other psychotic disorders
2212	FCGR2A	C0036341	Schizophrenia spectrum and other psychotic disorders
22874	PLEKHA6	C0036341	Schizophrenia spectrum and other psychotic disorders
22904	SBNO2	C0036341	Schizophrenia spectrum and other psychotic disorders
23026	MYO16	C0036341	Schizophrenia spectrum and other psychotic disorders
23043	TNIK	C0036341	Schizophrenia spectrum and other psychotic disorders
23114	NFASC	C0036341	Schizophrenia spectrum and other psychotic disorders
2335	FN1	C0036341	Schizophrenia spectrum and other psychotic disorders
23362	PSD3	C0036341	Schizophrenia spectrum and other psychotic disorders
23408	SIRT5	C0036341	Schizophrenia spectrum and other psychotic disorders
23500	DAAM2	C0036341	Schizophrenia spectrum and other psychotic disorders
23600	AMACR	C0036341	Schizophrenia spectrum and other psychotic disorders
23731	TMEM245	C0036341	Schizophrenia spectrum and other psychotic disorders
2414	FRA7G	C0036341	Schizophrenia spectrum and other psychotic disorders
2530	FUT8	C0036341	Schizophrenia spectrum and other psychotic disorders
2569	GABRR1	C0036341	Schizophrenia spectrum and other psychotic disorders
259232	NALCN	C0036341	Schizophrenia spectrum and other psychotic disorders
26011	TENM4	C0036341	Schizophrenia spectrum and other psychotic disorders
26053	AUTS2	C0036341	Schizophrenia spectrum and other psychotic disorders
2643	GCH1	C0036341	Schizophrenia spectrum and other psychotic disorders
2674	GFRA1	C0036341	Schizophrenia spectrum and other psychotic disorders
2676	GFRA3	C0036341	Schizophrenia spectrum and other psychotic disorders
27013	CNPPD1	C0036341	Schizophrenia spectrum and other psychotic disorders
27091	CACNG5	C0036341	Schizophrenia spectrum and other psychotic disorders
27122	DKK3	C0036341	Schizophrenia spectrum and other psychotic disorders
27165	GLS2	C0036341	Schizophrenia spectrum and other psychotic disorders
27201	GPR78	C0036341	Schizophrenia spectrum and other psychotic disorders
27253	PCDH17	C0036341	Schizophrenia spectrum and other psychotic disorders
2742	GLRA2	C0036341	Schizophrenia spectrum and other psychotic disorders
282617	IFNL3	C0036341	Schizophrenia spectrum and other psychotic disorders
2870	GRK6	C0036341	Schizophrenia spectrum and other psychotic disorders
2873	GPS1	C0036341	Schizophrenia spectrum and other psychotic disorders
2885	GRB2	C0036341	Schizophrenia spectrum and other psychotic disorders
2887	GRB10	C0036341	Schizophrenia spectrum and other psychotic disorders
29102	DROSHA	C0036341	Schizophrenia spectrum and other psychotic disorders
2937	GSS	C0036341	Schizophrenia spectrum and other psychotic disorders
29947	DNMT3L	C0036341	Schizophrenia spectrum and other psychotic disorders
29949	IL19	C0036341	Schizophrenia spectrum and other psychotic disorders
29968	PSAT1	C0036341	Schizophrenia spectrum and other psychotic disorders
3008	HIST1H1E	C0036341	Schizophrenia spectrum and other psychotic disorders
3009	HIST1H1B	C0036341	Schizophrenia spectrum and other psychotic disorders
3014	H2AFX	C0036341	Schizophrenia spectrum and other psychotic disorders
3029	HAGH	C0036341	Schizophrenia spectrum and other psychotic disorders
3077	HFE	C0036341	Schizophrenia spectrum and other psychotic disorders
3137	HLA-J	C0036341	Schizophrenia spectrum and other psychotic disorders
3159	HMGA1	C0036341	Schizophrenia spectrum and other psychotic disorders
3162	HMOX1	C0036341	Schizophrenia spectrum and other psychotic disorders
3416	IDE	C0036341	Schizophrenia spectrum and other psychotic disorders
355	FAS	C0036341	Schizophrenia spectrum and other psychotic disorders
3561	IL2RG	C0036341	Schizophrenia spectrum and other psychotic disorders
3684	ITGAM	C0036341	Schizophrenia spectrum and other psychotic disorders
3690	ITGB3	C0036341	Schizophrenia spectrum and other psychotic disorders
374291	NDUFS7	C0036341	Schizophrenia spectrum and other psychotic disorders
3760	KCNJ3	C0036341	Schizophrenia spectrum and other psychotic disorders
3786	KCNQ3	C0036341	Schizophrenia spectrum and other psychotic disorders
392	ARHGAP1	C0036341	Schizophrenia spectrum and other psychotic disorders
3927	LASP1	C0036341	Schizophrenia spectrum and other psychotic disorders
3977	LIFR	C0036341	Schizophrenia spectrum and other psychotic disorders
3992	FADS1	C0036341	Schizophrenia spectrum and other psychotic disorders
400359	C15orf53	C0036341	Schizophrenia spectrum and other psychotic disorders
4036	LRP2	C0036341	Schizophrenia spectrum and other psychotic disorders
4045	LSAMP	C0036341	Schizophrenia spectrum and other psychotic disorders
406961	MIR185	C0036341	Schizophrenia spectrum and other psychotic disorders
4154	MBNL1	C0036341	Schizophrenia spectrum and other psychotic disorders
4161	MC5R	C0036341	Schizophrenia spectrum and other psychotic disorders
4200	ME2	C0036341	Schizophrenia spectrum and other psychotic disorders
4267	CD99	C0036341	Schizophrenia spectrum and other psychotic disorders
427	ASAH1	C0036341	Schizophrenia spectrum and other psychotic disorders
4282	MIF	C0036341	Schizophrenia spectrum and other psychotic disorders
4308	TRPM1	C0036341	Schizophrenia spectrum and other psychotic disorders
4336	MOBP	C0036341	Schizophrenia spectrum and other psychotic disorders
442900	MIR326	C0036341	Schizophrenia spectrum and other psychotic disorders
449489	DFNB47	C0036341	Schizophrenia spectrum and other psychotic disorders
4548	MTR	C0036341	Schizophrenia spectrum and other psychotic disorders
4550	RNR2	C0036341	Schizophrenia spectrum and other psychotic disorders
4645	MYO5B	C0036341	Schizophrenia spectrum and other psychotic disorders
4693	NDP	C0036341	Schizophrenia spectrum and other psychotic disorders
4723	NDUFV1	C0036341	Schizophrenia spectrum and other psychotic disorders
494331	MIR382	C0036341	Schizophrenia spectrum and other psychotic disorders
4978	OPCML	C0036341	Schizophrenia spectrum and other psychotic disorders
4986	OPRK1	C0036341	Schizophrenia spectrum and other psychotic disorders
5010	CLDN11	C0036341	Schizophrenia spectrum and other psychotic disorders
5015	OTX2	C0036341	Schizophrenia spectrum and other psychotic disorders
50628	GEMIN4	C0036341	Schizophrenia spectrum and other psychotic disorders
50944	SHANK1	C0036341	Schizophrenia spectrum and other psychotic disorders
5127	CDK16	C0036341	Schizophrenia spectrum and other psychotic disorders
5174	PDZK1	C0036341	Schizophrenia spectrum and other psychotic disorders
5274	SERPINI1	C0036341	Schizophrenia spectrum and other psychotic disorders
5327	PLAT	C0036341	Schizophrenia spectrum and other psychotic disorders
53335	BCL11A	C0036341	Schizophrenia spectrum and other psychotic disorders
5340	PLG	C0036341	Schizophrenia spectrum and other psychotic disorders
5348	FXYD1	C0036341	Schizophrenia spectrum and other psychotic disorders
5375	PMP2	C0036341	Schizophrenia spectrum and other psychotic disorders
54407	SLC38A2	C0036341	Schizophrenia spectrum and other psychotic disorders
54487	DGCR8	C0036341	Schizophrenia spectrum and other psychotic disorders
54551	MAGEL2	C0036341	Schizophrenia spectrum and other psychotic disorders
54567	DLL4	C0036341	Schizophrenia spectrum and other psychotic disorders
5478	PPIA	C0036341	Schizophrenia spectrum and other psychotic disorders
54986	ULK4	C0036341	Schizophrenia spectrum and other psychotic disorders
55213	RCBTB1	C0036341	Schizophrenia spectrum and other psychotic disorders
55300	PI4K2B	C0036341	Schizophrenia spectrum and other psychotic disorders
55486	PARL	C0036341	Schizophrenia spectrum and other psychotic disorders
55553	SOX6	C0036341	Schizophrenia spectrum and other psychotic disorders
55626	AMBRA1	C0036341	Schizophrenia spectrum and other psychotic disorders
55733	HHAT	C0036341	Schizophrenia spectrum and other psychotic disorders
55752	SEPT11	C0036341	Schizophrenia spectrum and other psychotic disorders
55808	ST6GALNAC1	C0036341	Schizophrenia spectrum and other psychotic disorders
55824	PAG1	C0036341	Schizophrenia spectrum and other psychotic disorders
5594	MAPK1	C0036341	Schizophrenia spectrum and other psychotic disorders
5599	MAPK8	C0036341	Schizophrenia spectrum and other psychotic disorders
567	B2M	C0036341	Schizophrenia spectrum and other psychotic disorders
57088	PLSCR4	C0036341	Schizophrenia spectrum and other psychotic disorders
57188	ADAMTSL3	C0036341	Schizophrenia spectrum and other psychotic disorders
5733	PTGER3	C0036341	Schizophrenia spectrum and other psychotic disorders
57369	GJD2	C0036341	Schizophrenia spectrum and other psychotic disorders
574456	MIR497	C0036341	Schizophrenia spectrum and other psychotic disorders
57555	NLGN2	C0036341	Schizophrenia spectrum and other psychotic disorders
5770	PTPN1	C0036341	Schizophrenia spectrum and other psychotic disorders
5777	PTPN6	C0036341	Schizophrenia spectrum and other psychotic disorders
5786	PTPRA	C0036341	Schizophrenia spectrum and other psychotic disorders
5824	PEX19	C0036341	Schizophrenia spectrum and other psychotic disorders
58510	PRODH2	C0036341	Schizophrenia spectrum and other psychotic disorders
5902	RANBP1	C0036341	Schizophrenia spectrum and other psychotic disorders
59283	CACNG8	C0036341	Schizophrenia spectrum and other psychotic disorders
5947	RBP1	C0036341	Schizophrenia spectrum and other psychotic disorders
5970	RELA	C0036341	Schizophrenia spectrum and other psychotic disorders
5978	REST	C0036341	Schizophrenia spectrum and other psychotic disorders
60	ACTB	C0036341	Schizophrenia spectrum and other psychotic disorders
6001	RGS10	C0036341	Schizophrenia spectrum and other psychotic disorders
60481	ELOVL5	C0036341	Schizophrenia spectrum and other psychotic disorders
619465	ERVK-8	C0036341	Schizophrenia spectrum and other psychotic disorders
6311	ATXN2	C0036341	Schizophrenia spectrum and other psychotic disorders
637	BID	C0036341	Schizophrenia spectrum and other psychotic disorders
6377	SCZD1	C0036341	Schizophrenia spectrum and other psychotic disorders
6378	SCZD2	C0036341	Schizophrenia spectrum and other psychotic disorders
638	BIK	C0036341	Schizophrenia spectrum and other psychotic disorders
63876	PKNOX2	C0036341	Schizophrenia spectrum and other psychotic disorders
6389	SDHA	C0036341	Schizophrenia spectrum and other psychotic disorders
63944	SCZD10	C0036341	Schizophrenia spectrum and other psychotic disorders
64288	ZSCAN31	C0036341	Schizophrenia spectrum and other psychotic disorders
6474	SHOX2	C0036341	Schizophrenia spectrum and other psychotic disorders
64902	AGXT2	C0036341	Schizophrenia spectrum and other psychotic disorders
65266	WNK4	C0036341	Schizophrenia spectrum and other psychotic disorders
65267	WNK3	C0036341	Schizophrenia spectrum and other psychotic disorders
6538	SLC6A11	C0036341	Schizophrenia spectrum and other psychotic disorders
6620	SNCB	C0036341	Schizophrenia spectrum and other psychotic disorders
6660	SOX5	C0036341	Schizophrenia spectrum and other psychotic disorders
6712	SPTBN2	C0036341	Schizophrenia spectrum and other psychotic disorders
6716	SRD5A2	C0036341	Schizophrenia spectrum and other psychotic disorders
675	BRCA2	C0036341	Schizophrenia spectrum and other psychotic disorders
6812	STXBP1	C0036341	Schizophrenia spectrum and other psychotic disorders
682	BSG	C0036341	Schizophrenia spectrum and other psychotic disorders
6843	VAMP1	C0036341	Schizophrenia spectrum and other psychotic disorders
6844	VAMP2	C0036341	Schizophrenia spectrum and other psychotic disorders
6845	VAMP7	C0036341	Schizophrenia spectrum and other psychotic disorders
685	BTC	C0036341	Schizophrenia spectrum and other psychotic disorders
692200	SNORD103C	C0036341	Schizophrenia spectrum and other psychotic disorders
694	BTG1	C0036341	Schizophrenia spectrum and other psychotic disorders
7057	THBS1	C0036341	Schizophrenia spectrum and other psychotic disorders
7079	TIMP4	C0036341	Schizophrenia spectrum and other psychotic disorders
7097	TLR2	C0036341	Schizophrenia spectrum and other psychotic disorders
7098	TLR3	C0036341	Schizophrenia spectrum and other psychotic disorders
7099	TLR4	C0036341	Schizophrenia spectrum and other psychotic disorders
712	C1QA	C0036341	Schizophrenia spectrum and other psychotic disorders
713	C1QB	C0036341	Schizophrenia spectrum and other psychotic disorders
7167	TPI1	C0036341	Schizophrenia spectrum and other psychotic disorders
7178	TPT1	C0036341	Schizophrenia spectrum and other psychotic disorders
722	C4BPA	C0036341	Schizophrenia spectrum and other psychotic disorders
725	C4BPB	C0036341	Schizophrenia spectrum and other psychotic disorders
7425	VGF	C0036341	Schizophrenia spectrum and other psychotic disorders
7472	WNT2	C0036341	Schizophrenia spectrum and other psychotic disorders
778	CACNA1F	C0036341	Schizophrenia spectrum and other psychotic disorders
7781	SLC30A3	C0036341	Schizophrenia spectrum and other psychotic disorders
783	CACNB2	C0036341	Schizophrenia spectrum and other psychotic disorders
79080	CCDC86	C0036341	Schizophrenia spectrum and other psychotic disorders
79137	FAM134A	C0036341	Schizophrenia spectrum and other psychotic disorders
79728	PALB2	C0036341	Schizophrenia spectrum and other psychotic disorders
80025	PANK2	C0036341	Schizophrenia spectrum and other psychotic disorders
80323	CCDC68	C0036341	Schizophrenia spectrum and other psychotic disorders
8038	ADAM12	C0036341	Schizophrenia spectrum and other psychotic disorders
81562	LMAN2L	C0036341	Schizophrenia spectrum and other psychotic disorders
81792	ADAMTS12	C0036341	Schizophrenia spectrum and other psychotic disorders
8315	BRAP	C0036341	Schizophrenia spectrum and other psychotic disorders
836	CASP3	C0036341	Schizophrenia spectrum and other psychotic disorders
83999	KREMEN1	C0036341	Schizophrenia spectrum and other psychotic disorders
84148	KAT8	C0036341	Schizophrenia spectrum and other psychotic disorders
84539	MCHR2	C0036341	Schizophrenia spectrum and other psychotic disorders
84952	CGNL1	C0036341	Schizophrenia spectrum and other psychotic disorders
8516	ITGA8	C0036341	Schizophrenia spectrum and other psychotic disorders
8528	DDO	C0036341	Schizophrenia spectrum and other psychotic disorders
85458	DIXDC1	C0036341	Schizophrenia spectrum and other psychotic disorders
8604	SLC25A12	C0036341	Schizophrenia spectrum and other psychotic disorders
86123	YWHAZP5	C0036341	Schizophrenia spectrum and other psychotic disorders
8741	TNFSF13	C0036341	Schizophrenia spectrum and other psychotic disorders
8851	CDK5R1	C0036341	Schizophrenia spectrum and other psychotic disorders
8924	HERC2	C0036341	Schizophrenia spectrum and other psychotic disorders
894	CCND2	C0036341	Schizophrenia spectrum and other psychotic disorders
8940	TOP3B	C0036341	Schizophrenia spectrum and other psychotic disorders
8970	HIST1H2BJ	C0036341	Schizophrenia spectrum and other psychotic disorders
89796	NAV1	C0036341	Schizophrenia spectrum and other psychotic disorders
89797	NAV2	C0036341	Schizophrenia spectrum and other psychotic disorders
90141	EFCAB11	C0036341	Schizophrenia spectrum and other psychotic disorders
90273	CEACAM21	C0036341	Schizophrenia spectrum and other psychotic disorders
9168	TMSB10	C0036341	Schizophrenia spectrum and other psychotic disorders
9201	DCLK1	C0036341	Schizophrenia spectrum and other psychotic disorders
9223	MAGI1	C0036341	Schizophrenia spectrum and other psychotic disorders
929	CD14	C0036341	Schizophrenia spectrum and other psychotic disorders
9332	CD163	C0036341	Schizophrenia spectrum and other psychotic disorders
93664	CADPS2	C0036341	Schizophrenia spectrum and other psychotic disorders
9373	PLAA	C0036341	Schizophrenia spectrum and other psychotic disorders
9379	NRXN2	C0036341	Schizophrenia spectrum and other psychotic disorders
9415	FADS2	C0036341	Schizophrenia spectrum and other psychotic disorders
9495	AKAP5	C0036341	Schizophrenia spectrum and other psychotic disorders
9620	CELSR1	C0036341	Schizophrenia spectrum and other psychotic disorders
9644	SH3PXD2A	C0036341	Schizophrenia spectrum and other psychotic disorders
9743	ARHGAP32	C0036341	Schizophrenia spectrum and other psychotic disorders
9771	RAPGEF5	C0036341	Schizophrenia spectrum and other psychotic disorders
9821	RB1CC1	C0036341	Schizophrenia spectrum and other psychotic disorders
9900	SV2A	C0036341	Schizophrenia spectrum and other psychotic disorders
9943	OXSR1	C0036341	Schizophrenia spectrum and other psychotic disorders
995	CDC25C	C0036341	Schizophrenia spectrum and other psychotic disorders
100188856	DEL22Q11.2	C0036341	Schizophrenia spectrum and other psychotic disorders
100196913	SCZD14	C0036341	Schizophrenia spectrum and other psychotic disorders
10083	USH1C	C0036341	Schizophrenia spectrum and other psychotic disorders
10641	NPRL2	C0036341	Schizophrenia spectrum and other psychotic disorders
10659	CELF2	C0036341	Schizophrenia spectrum and other psychotic disorders
1108	CHD4	C0036341	Schizophrenia spectrum and other psychotic disorders
1111	CHEK1	C0036341	Schizophrenia spectrum and other psychotic disorders
11278	KLF12	C0036341	Schizophrenia spectrum and other psychotic disorders
113	ADCY7	C0036341	Schizophrenia spectrum and other psychotic disorders
115111	SLC26A7	C0036341	Schizophrenia spectrum and other psychotic disorders
115207	KCTD12	C0036341	Schizophrenia spectrum and other psychotic disorders
116369	SLC26A8	C0036341	Schizophrenia spectrum and other psychotic disorders
119749	OR4C46	C0036341	Schizophrenia spectrum and other psychotic disorders
1281	COL3A1	C0036341	Schizophrenia spectrum and other psychotic disorders
131177	FAM3D	C0036341	Schizophrenia spectrum and other psychotic disorders
132	ADK	C0036341	Schizophrenia spectrum and other psychotic disorders
1356	CP	C0036341	Schizophrenia spectrum and other psychotic disorders
